ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTE
5086	Juruna	COTTON	makúá	makúá	m a k úá	- m a k úá	2596	1416	COTTON		
5433	Mundurukú	COTTON	bórṍ	bórṍ	b ó r ṍ	- b ó r ṍ - - -	3334	1419	COTTON		
5799	Kuruaya	COTTON	máro	máro	m á r o	- m á r o - - -	3334	1419	COTTON		
6112	Mawe	COTTON	amõkiusuʔap	amõkiusuʔap	a m õ k iu s u ʔ a p	- a m õ k iu s u ʔ a p	559	3879	COTTON		
6466	Awetí	COTTON	ʔamatitu	ʔamatitu	ʔ a m a t i t u	ʔ a m a t i t u - - -	559	3879	COTTON		
6781	Parakana	COTTON	amɨnɨtʃo	amɨnɨtʃo	a m ɨ n ɨ tʃ o	- a m ɨ n ɨ tʃ o - - -	559	3879	COTTON		
7104	Asuriní Tocantins	COTTON	amɨniso	amɨniso	a m ɨ n i s o	- a m ɨ n i s o - - -	559	3879	COTTON		
7360	Surui-Aikewara	COTTON	amonisua	amonisua	a m o n i s ua	- a m o n i s ua - - -	559	3879	COTTON		
7682	Tapirapé	COTTON	amanitʃo	amanitʃo	a m a n i tʃ o	- a m a n i tʃ o - - -	559	3879	COTTON		
7967	Tembe	COTTON	amanizu	amanizu	a m a n i z u	- a m a n i z u - - -	559	3879	COTTON		
8298	Guajajara	COTTON	amãnezu	amãnezu	a m ã n e z u	- a m ã n e z u - - -	559	3879	COTTON		
8891	Parintintin	COTTON	amandiju	amandiju	a m a n/d i j u	- a m a n/d i j u - - -	559	3879	COTTON		
9231	Amondawa	COTTON	mãndedʒua	mãndedʒua	m ã n/d e dʒ ua	- - m ã n/d e dʒ ua - - -	559	3879	COTTON		
9545	Tenharim	COTTON	mãndedʒua	mãndedʒua	m ã n/d e dʒ ua	- - m ã n/d e dʒ ua - - -	559	3879	COTTON		
9830	Jiahoi	COTTON	mãndedʒua	mãndedʒua	m ã n/d e dʒ ua	- - m ã n/d e dʒ ua - - -	559	3879	COTTON		
9996	Urueuwauwau	COTTON	amandiju	amandiju	a m a n/d i j u	- a m a n/d i j u - - -	559	3879	COTTON		
10222	Wirafed	COTTON	amoneju	amoneju	a m o n e j u	- a m o n e j u - - -	559	3879	COTTON		
10343	Kayabi	COTTON	amɨneju	amɨneju	a m ɨ n e j u	- a m ɨ n e j u - - -	559	3879	COTTON		
10592	Araweté	COTTON	minidʒu	minidʒu	m i n i dʒ u	- - m i n i dʒ u - - -	559	3879	COTTON		
10844	Anambe Ehrenreich	COTTON	menijũ	menijũ	m e n i j ũ	- - m e n i j ũ - - -	559	3879	COTTON		
11177	Amanaye	COTTON	manɨjá	manɨjá	m a n ɨ j á	- - m a n ɨ j á - - -	559	3879	COTTON		
11318	Teko	COTTON	muinuju	muinuju	m ui n u j u	- - m ui n u j u - - -	559	3879	COTTON		
11707	Wayampi	COTTON	aʔɨmɨnɨju	aʔɨmɨnɨju	a ʔ ɨ m ɨ n ɨ j u	- a ʔ ɨ m ɨ n ɨ j u -	559	3879	COTTON		
12064	Zo'e	COTTON	badɨju	babɨdju	b a d ɨ j u	- b - a d ɨ j u - - -	559	3879	COTTON		
12323	Ka'apor	COTTON	man(d)eju	man(d)eju	m a n e j u	- - m a n e j u - - -	559	3879	COTTON		
12617	Anambe	COTTON	menidʒũ	menidʒũ	m e n i dʒ ũ	- - m e n i dʒ ũ - - -	559	3879	COTTON		
12809	Turiwara	COTTON	mandɨju	mandɨju	m a n/d ɨ j u	- - m a n/d ɨ j u - - -	559	3879	COTTON		
12906	Kamajura	COTTON	aminiju	aminiju	a m i n i j u	- a m i n i j u - - -	559	3879	COTTON		
13177	Asuriní Xingu	COTTON	amɨnidʒu	amɨnidʒu	a m ɨ n i dʒ u	- a m ɨ n i dʒ u - - -	559	3879	COTTON		
13435	Ava Canoeiro	COTTON	amanɨju	amanɨju	a m a n ɨ j u	- a m a n ɨ j u - - -	559	3879	COTTON		
13694	Tupinambá	COTTON	amɨnɨju	amɨnɨju	a m ɨ n ɨ j u	- a m ɨ n ɨ j u - - -	559	3879	COTTON		
14084	Nheengatu	COTTON	amanĩjũ	amanĩjũ	a m a n ĩ j ũ	- a m a n ĩ j ũ - - -	559	3879	COTTON		
14416	Tupí Austral	COTTON	amani (u)	amani	a m a n i	- a m a n i - - - - -	559	3879	COTTON		
14675	Yuki	COTTON	nĩbo	nĩbo	n ĩ b o	n ĩ b o	563	3882	COTTON		
14931	Guarayo Hoeller	COTTON	mandiju	mandiju	m a n/d i j u	- - m a n/d i j u - - -	559	3879	COTTON		
15248	Siriono	COTTON	nĩtʃu	nĩtʃu	n ĩ tʃ u	- n - ĩ tʃ u - - - - -	563	3882	COTTON		
15553	Warazu	COTTON	maniʝu	maniʝu	m a n i ʝ u	- - m a n i ʝ u - - -	559	3879	COTTON		
15805	Chiriguano	COTTON	manɨju	manɨju	m a n ɨ j u	- - m a n ɨ j u - - -	559	3879	COTTON		
16045	Jora	COTTON	antʃoá / andioti	antʃoá	a n tʃ oá	- a n tʃ - oá - - - - -	3341	1422	COTTON		
16046	Jora	COTTON	antʃoá / andioti	andioti	a n/d io t i	- a n/d io t i - - - - -	3341	1422	COTTON		
16205	Mbya	COTTON	amãnedʒu	amãnedʒu	a m ã n e dʒ u	- a m ã n e dʒ u - - -	559	3879	COTTON		
16558	Guaraní	COTTON	manɨju	manɨju	m a n ɨ j u	- - m a n ɨ j u - - -	559	3879	COTTON		
16899	Old Guaraní	COTTON	amaniju	amaniju	a m a n i j u	- a m a n i j u - - -	559	3879	COTTON		
17668	Kaiowa	COTTON	mandɨdʒu	mandɨdʒu	m a n/d ɨ dʒ u	- - m a n/d ɨ dʒ u - - -	559	3879	COTTON		
17908	Tapiete	COTTON	mandɨʒu	mandɨʒu	m a n/d ɨ ʒ u	- - m a n/d ɨ ʒ u - - -	559	3879	COTTON		
18208	Ñandeva	COTTON	mandɨdʒu	mandɨdʒu	m a n/d ɨ dʒ u	- - m a n/d ɨ dʒ u - - -	559	3879	COTTON		
18416	Omagua	COTTON	amaniu	amaniu	a m a n iu	- a m a n iu - - - - -	559	3879	COTTON		
18700	Kokama	COTTON	amaniu	amaniu	a m a n iu	- a m a n iu - - - - -	559	3879	COTTON		
20338	Kampe	COTTON	ururu	ururu	u r u r u	u r u r u	560	3878	COTTON		
21251	Uruku	COTTON	mog / bogtʃá	mog	m o g	- m o g - -	562	1420	COTTON		
21273	Uruku	COTTON	mog / bogtʃá	bogtʃá	b o g tʃ á	- b o g tʃ á	562	1420	COTTON		
21581	Kepkiriwat	COTTON	go / gokáp	go	g o	g o	2594	1418	COTTON		
21582	Kepkiriwat	COTTON	go / gokáp	gokáp	g o k á p	g o k á p	2594	1418	COTTON		
21676	Apiaka	COTTON	amanusu	amanusu	a m a n u s u	a m a n u s u	559	3879	COTTON		
23505	Açuã Tupi	COTTON	ãbãdiju	ãbãdiju	ã b ã d i j u	ã b ã d i j u	559	3879	COTTON		
24275	LGA XVIII	COTTON	amaniju	amaniju	a m a n i j u	a m a n i j u	559	3879	COTTON		
29105	Kawahiva	COTTON	amãndejua	amãndejua	a m ɐ̃ n/d e dʒ uɐ	a m ɐ̃ n/d e dʒ uɐ	559	3879	COTTON		
25467	Ache	COUGH	dʒuʔu	dʒuʔu	dʒ u ʔ u	dʒ u ʔ u	5309	3887	COUGH		
25662	Karitiana	COUGH	tiptim	tiptim	t i p t i m	t i p t i m	5322	3899	COUGH		
26178	Guajajara	COUGH	dʒuʔudʒuʔu	dʒuʔudʒuʔu	dʒ u ʔ u + dʒ u ʔ u	dʒ u ʔ u + dʒ u ʔ u	5309	3887 3887	COUGH COUGH		
26179	Tembe	COUGH	dʒiuʔu	dʒiuʔu	dʒ iu ʔ u	dʒ iu ʔ u	5309	3887	COUGH		
26785	Siriono	COUGH	jo jo ɨ	jo jo ɨ	j o + j o + ɨ	j o + j o + ɨ	5309	3887 3887 4435	COUGH COUGH ?		ideophone
26786	Chiriguano	COUGH	úu / júu	úu	uː	uː	5309	3887	COUGH		
26787	Chiriguano	COUGH	úu / júu	júu	j uː	j uː	5309	3887	COUGH		
26788	Yuki	COUGH	ojojoʔ	ojojoʔ	o j o + j o ʔ	o j o + j o ʔ	5309	3887 3887	COUGH COUGH		
27214	Guaraní	COUGH	papa	papa	p a p a	p a p a	5902	3442	COUGH		
27393	Ava Canoeiro	COUGH	u	u	u	u	5309	3887	COUGH		
27538	Omagua	COUGH	makanuri	makanuri	m a k a n u r i	m a k a n u r i	6099	4739	COUGH		
28221	Arua	COUGH	ege	ege	e g e	e g e	6312	3197	COUGH		
29052	Guarayo Hoeller	COUGH	jukuʔar	jukuʔar	j u k u ʔ a r	j u k u ʔ a r	5309	3887 5312	COUGH TAKE.OUT		
5295	Juruna	COUNT	udase	udase	u d a s e	u d a s e	2285	16441	COUNT		
25596	Guaraní	COUNT	papa	papa	p a p a	p a p a -	5294	4216	COUNT		
25624	Tupinambá	COUNT	papaɾ	papaɾ	p a p a ɾ	- p a p a ɾ -	5294	4216	COUNT		
25767	Guajajara	COUNT	papar	papar	p a p a r	p a p a r	5294	4216	COUNT		
25768	Tembe	COUNT	papar	papar	p a p a r	p a p a r	5294	4216	COUNT		
26757	Ache	COUNT	kuaaʔa	kuaaʔa	k uaː ʔ a	k uaː ʔ a	5713	4259	COUNT		
26867	Chiriguano	COUNT	papa	papa	p a p a	p a p a -	5294	4216	COUNT		
26899	Teko	COUNT	papat	papat	p a p a t	p a p a t	5294	4216	COUNT		
27357	Wayampi	COUNT	papa	papa	p a p a	p a p a	5294	4216	COUNT		
27468	Ava Canoeiro	COUNT	momew	momew	m o m e w	m o m e w	6032	4661	COUNT		
27539	Omagua	COUNT	ɨpapari	ɨpapari	ɨ p a p a r i	ɨ p a p a r i	5294	4216	COUNT		
27737	Tupí Austral	COUNT	mombeu / mongeb / ipapa	mombeu	m o m/b eu	m o m/b eu	6132	4811	COUNT		
27738	Tupí Austral	COUNT	mombeu / mongeb / ipapa	mongeb	m o n g e b	m o n g e b	6133	4812	COUNT		
27739	Tupí Austral	COUNT	mombeu / mongeb / ipapa	ipapa	i p a p a	i p a p a	5294	4216	COUNT		
27879	Xipaya	COUNT	dase	dase	d a s e	d a s e	2285	16441	COUNT		
28939	Guarayo Hoeller	COUNT	papa	papa	p a p a	p a p a	5294	4216	COUNT		
1839	Tupari	COURTYARD	eken	eken	e k e n	e k e n - - -	2549	18217	VILLAGE.SQUARE		
2218	Akuntsu	COURTYARD	amõja pe ɨt	amõja pe ɨt	a m õ j a + p ɛ + ɨ t	a m õ j a + p ɛ + ɨ t	2550	4163 18214 18215	DANCE VILLAGE ?		
3090	Gavião	COURTYARD	béréap	béréap	b é ɾ éa p	b é ɾ éa p	2554	18218	VILLAGE.SQUARE		
6678	Awetí	COURTYARD	pepiʔĩkap	pepiʔĩkap	p e p i ʔ ĩ k a p	p e p i ʔ ĩ k a p	2553	18216	VILLAGE.SQUARE		
7875	Tapirapé	COURTYARD	takope	takope	t a k o p e	t a k o p e	2555	18219	VILLAGE.SQUARE		
11587	Teko	COURTYARD	okar	okar	o k a r	o k a r - - -	2549	18217	VILLAGE:SQUARE		
11989	Wayampi	COURTYARD	oka	oka	o k a	o k a - - - -	2549	18217	VILLAGE.SQUARE		
13984	Tupinambá	COURTYARD	okaɾa	okaɾa	o k a ɾ a	o k a ɾ a - -	2549	18217	VILLAGE.SQUARE		
17142	Old Guaraní	COURTYARD	korá	korá	k o ɾ á	- k o ɾ á - -	2549	18217	VILLAGE.SQUARE		
19146	Guaraní	COURTYARD	korapɨ / ogaroka / oka	korapɨ	k o ɾ a p ɨ	- k o ɾ a p ɨ	2549	18217	VILLAGE.SQUARE		
19147	Guaraní	COURTYARD	korapɨ / ogaroka / oka	ogaroka	o g a ɾ o k a	o g a ɾ o k a	2549	18217	VILLAGE.SQUARE		
19182	Omagua	COURTYARD	ukara	ukara	u k a r a	u k a r a - -	2549	18217	VILLAGE.SQUARE		
19216	Karitiana	COURTYARD	akot	akot	a + k o t	a - - - - - - + - k o t - -	2549	329 18217	? GATHER		place of gathering'
19250	Guarayo Hoeller	COURTYARD	okar	okar	o k a r	o k a r - -	2549	18217	VILLAGE.SQUARE		
19251	Kamajura	COURTYARD	okarip	okarip	o k a r i p	o k a r i p	2549	18217	VILLAGE.SQUARE		
19252	Asuriní Tocantins	COURTYARD	okat	okat	o k a t	o k a t	2549	18217	OKAT		
19253	Guaraní	COURTYARD	korapɨ / ogaroka / oka	oka	o k a	o k a	2549	18217	VILLAGE.SQUARE		
19254	Mbya	COURTYARD	ʔoka	ʔoka	ʔ o k a	ʔ o k a - - -	2549	18217	VILLAGE.SQUARE		
19255	Chiriguano	COURTYARD	óka	óka	o k a	o k a	2549	18217	VILLAGE.SQUARE		
19256	Xeta	COURTYARD	oka	oka	o k a	o k a	2549	18217	VILLAGE.SQUARE		
19257	Kayabi	COURTYARD	ukat	ukat	u k a t	u k a t - -	2549	18217	VILLAGE.SQUARE		
19258	Tembe	COURTYARD	ukar	ukar	u k a r	u k a r	2549	18217	VILLAGE.SQUARE		
19259	Ka'apor	COURTYARD	kar	kar	k a r	- k a r - -	2549	18217	VILLAGE.SQUARE		area in front of the house'
19527	Cinta-Larga	COURTYARD	mê	mê	m ê	m ê	2554	18218	VILLAGE.SQUARE		
20473	Makurap	COURTYARD	ekenkup	ekenkup	e k e n k u p	e k e n k u p	3011	769	VILLAGE.SQUARE		
20979	Surui-Paiter	COURTYARD	me	me	m e	m e	2554	18218	VILLAGE.SQUARE		Also means 'path without trees'
27002	Siriono	COURTYARD	taikue	taikue	t ai k u e	t ai k u - e	2555	18219	VILLAGE.SQUARE		
28012	Chiriguano	COUSIN	ɨkeɨ	ɨkeɨ	ɨ k e + ɨ	ɨ k e + ɨ	6506	2536 2537	BROTHER ?		
25165	Açuã Tupi	COVER	pitib	pitib	p i t i b	p i t i b	5174	696	COVER		
25249	Ache	COVER	petʃewã	petʃewã	p e tʃ e + w ã	p e tʃ e + w ã	5174	696 4572	COVER HEADBAND		
25250	Chiriguano	COVER	ᵐbudʒasoi	ᵐbudʒasoi	ᵐb u + dʒ a s oi	ᵐb u + dʒ a s oi	5260	522 3847	CAUSATIVE COVER		
25251	Siriono	COVER	ɲati	ɲati	ɲ a t i	ɲ a t i	5261	3849	COVER		
25252	Wayampi	COVER	mɔãnã	mɔãnã	m ɔ + ã n ã	m ɔ + ã n ã	5262	522 3848	CAUSATIVE COVER		
25555	Akuntsu	COVER	kom ka	kom ka	k õ m + k a	k õ m + k a	5263	3850 1343	COVER TRANSITIVIZER		
26163	Guajajara	COVER	zewawən	zewawən	z e w a w ə n	z e w a w ə n	5262	4147	COVER		
26164	Tembe	COVER	zewan / zuan	zewan	z e w a n	z e w a n	5262	4147	COVER		
26165	Tembe	COVER	zewan / zuan	zuan	z ua n	z ua n	5262	4147	COVER		
26526	Mekens	COVER	nea	nea	n ea	n ea	5262	4147	COVER		
26647	Teko	COVER	nuan	nuan	n ua n	n ua n	5262	4147	COVER		
27215	Guaraní	COVER	ɲuvã / dʒahoʔi / mama	mama	m a m a	m a m a	6100	4771	COVER		
27216	Guaraní	COVER	ɲuvã / dʒahoʔi / mama	ɲuvã	ɲ u ʋ ã	ɲ u ʋ ã	5262	4772	COVER		
27217	Guaraní	COVER	ɲuvã / dʒahoʔi / mama	dʒahoʔi	dʒ a h o ʔ i	dʒ a h o ʔ i	6101	3847	COVER		
29034	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	ao	ao	ao	6573	5308	COVER		
29035	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	asoi	a s oi	a s oi	5174	3847	COVER		
29036	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	mbɨ	m b ɨ	m b ɨ	6574	5310	COVER		
29037	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	sekopɨ	s e k o + p ɨ	s e k o + p ɨ	6575	5309	COVER		
29038	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	sovapɨ	s o v a + p ɨ	s o v a + p ɨ	6576	5311	COVER		
29039	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	jao	j ao	j ao	6573	5306	COVER		
29040	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	jopia	j o + p ia	j o + p ia	6573	5306 5307	COVER ?		
29041	Guarayo Hoeller	COVER	ao / asoi / mbɨ / sekopɨ / sovapɨ / jao / jopia / jopɨ	jopɨ	j o + p ɨ	j o + p ɨ	6573	5306 5307	COVER ?		
28013	Chiriguano	COW	waka	waka	ʋ a k a	ʋ a k a	6542	5256	COW		
76	Karo	CRAB	koja	koja	k o j a	k o j a - - - - -	567	1253	CRAB		
422	Purubora	CRAB	aʃẽj	aʃẽj	a ʃ ẽ j	- a - - ʃ ẽ j	432	1249	CRAB		
878	Makurap	CRAB	amãjã	amãjã	a m ã j ã	- a m ã j ã -	569	1252	CRAB		
1225	Wayoro	CRAB	koroo	koroo	k o r oː	k o r oː - - - - -	3217	1254	CRAB		
1561	Tupari	CRAB	keraʔɨ	keraʔɨ	k e r a + ʔ ɨ	k e r a + ʔ ɨ	3217	1254 1375	CRAB ?		
1947	Akuntsu	CRAB	keɾa	keɾa	k e ɾ a	k e ɾ a - - - - -	3217	1254	CRAB		
2316	Mekens	CRAB	keɾa	keɾa	k e ɾ a	k e ɾ a - - - - -	3217	1254	CRAB		
2789	Gavião	CRAB	gólópãã	gólópãã	g ó l ó p ãː	g ó l ó p ãː - -	2875	640	CRAB		
3176	Monde	CRAB	gólópãʔã	gólópãʔã	g ó l ó p ã ʔ ã	g ó l ó p ã ʔ ã	2875	640	CRAB		
3438	Arua	CRAB	bólópa	bólópa	b ó l ó p a	b ó l ó p a - -	2875	640	CRAB		
3961	Surui-Paiter	CRAB	ŋóórpãã	ŋóórpãã	ŋ óó r p ãː	ŋ óó r - p ãː - -	2875	640	CRAB		
4283	Karitiana	CRAB	are	are	a r e	- a r e - - - - - -	564	3946	CRAB		
4535	Arikem	CRAB	ara	ara	a r a	- a r a - - - - - -	564	3946	CRAB		
4754	Xipaya	CRAB	arua	arua	a r ua	- a r ua - - - - - -	564	3946	CRAB		
5087	Juruna	CRAB	uʔa	uʔa	u ʔ a	- - u - ʔ - a	565	3950	CRAB		
5434	Mundurukú	CRAB	koárá / koa̰tó	koárá	k oá r á	k oá r á - - - - -	3217	1254	CRAB		
5800	Kuruaya	CRAB	koara	koara	k oa r a	k oa r a - - - - -	3217	1254	CRAB		
6113	Mawe	CRAB	ɨkatʔa	ɨkatʔa	ɨ k a t ʔ a	- ɨ k a t ʔ a - -	3220	1258	CRAB		
6467	Awetí	CRAB	tamɨ̃jɨt	tamɨ̃jɨt	t a m ɨ̃ j ɨ t	t a m ɨ̃ j ɨ t	566	3948	CRAB		
6782	Parakana	CRAB	oa	oa	oa	- - oa - - - -	565	3950	CRAB		
7361	Surui-Aikewara	CRAB	uwʔa	uwʔa	u w ʔ a	- u w - ʔ - a	565	3950	CRAB		
7968	Tembe	CRAB	(warar)uha	uha	u h a	- u - - h - a	565	3950	CRAB		
8299	Guajajara	CRAB	waruha	waruha	w a r u h a	w a r u - - - h - a	564	3946	CRAB		
8892	Parintintin	CRAB	gʷararu	gʷararu	gʷ a ɾ a ɾ u	gʷ a ɾ a ɾ - u - - -	564	3946	CRAB		
9546	Tenharim	CRAB	gʷararu	gʷararu	gʷ a r a r u	gʷ a r a r - u - - -	564	3946	CRAB		
9831	Jiahoi	CRAB	gʷararu	gʷararu	gʷ a r a r u	gʷ a r a r - u - - -	564	3946	CRAB		
11319	Teko	CRAB	tɨpoko	tɨpoko	t ɨ p o k o	t ɨ p o k o	568	3949	CRAB		
11708	Wayampi	CRAB	uwa	uwa	u w a	- u w a - - -	565	3950	CRAB		
12324	Ka'apor	CRAB	tame	tame	t a m e	t a m e - - -	566	3948	CRAB		
12907	Kamajura	CRAB	wararuʔa	wararuʔa	w a r a r u ʔ a	w a r a r - u ʔ - a	564	3946	CRAB		
13178	Asuriní Xingu	CRAB	uʔã	uʔã	u ʔ ã	- u - - ʔ - ã	565	3950	CRAB		
13695	Tupinambá	CRAB	usá / waɲumĩ / aɾatu	usá	u s a	- u - - - s a	565	3950	CRAB		
13696	Tupinambá	CRAB	usá / waɲumĩ / aɾatu	waɲumĩ	w a ɲ u m ĩ	w a - - - ɲ u - m ĩ	564	3946	CRAB		
13697	Tupinambá	CRAB	usá / waɲumĩ / aɾatu	aɾatu	a ɾ a t u	- a ɾ a t - u - - -	564	3946	CRAB		
14085	Nheengatu	CRAB	usá	usá	u s á	- u - - - s á	565	3950	CRAB		
14417	Tupí Austral	CRAB	usá / gʷajá / aratu	usá	u s á	- u - - - s á	565	3950	CRAB		
14418	Tupí Austral	CRAB	usá / gʷajá / aratu	gʷajá	gʷ a j á	gʷ a - - - j á - - -	564	3946	CRAB		
14419	Tupí Austral	CRAB	usá / gʷajá / aratu	aratu	a r a t u	- a r a t - u - - -	564	3946	CRAB		
15249	Siriono	CRAB	ɨsa	ɨsa	ɨ s a	- ɨ - - - s a	565	3950	CRAB		
16206	Mbya	CRAB	itakaru	itakaru	i t a k a r u	- i t a - k a r u	1610	197	CRAB		
16559	Guaraní	CRAB	gʷajamu	gʷajamu	gʷ a j a m u	gʷ a - - - j a - m u	564	3946	CRAB		
16900	Old Guaraní	CRAB	japeusá	japeusá	j a p eu s á	j a p eu - s á	565	3950	CRAB		
18417	Omagua	CRAB	karankiʃu	karankiʃu	k a r a n + k i ʃ u	k a r a n + k i ʃ u	3217	1254 1256	CRAB _crab		
19358	Asuriní Tocantins	CRAB	oá	oá	oa	- - oa - - - -	565	3950	CRAB		
20587	Guajá	CRAB	warara	warara	w a r a r a	w a r a r - a - - -	564	3946	CRAB		
21385	Uruku	CRAB	kojá	kojá	k o j á	k o j á	567	1253	CRAB		
21781	Guarayo Hoeller	CRAB	usa	usa	u s a	- u - - - s a	565	3950	CRAB		
22574	Ava Canoeiro	CRAB	jawaʁajuẽ	jawaʁajuẽ	j a w a ʁ a j uẽ	j a w a ʁ a j uẽ	564	3946	CRAB		
23825	Warazu	CRAB	waraha	waraha	w a r a h a	w a r a h a	564	3946	CRAB		
24276	LGA XVIII	CRAB	osa	osa	o s a	o s a	564	3950	CRAB		
26695	Mundurukú	CRAB	koárá / koa̰tó	koa̰tó	k oa̰ t ó	k oa̰ t ó	3217	1254	CRAB		
25109	Açuã Tupi	CRAWL OR CREEP	hiuʔu / pɔbə	hiuʔu	h iu ʔ u	h iu ʔ u	5153	3723	CRAWL		
25160	Açuã Tupi	CRAWL OR CREEP	hiuʔu / pɔbə	pɔbə	p ɔ b ə	p ɔ b ə	5181	3763	CRAWL		
25311	Ache	CRAWL OR CREEP	pudʒẽ	pudʒẽ	p u dʒ ẽ	p u dʒ ẽ	5181	3763	CRAWL		
25312	Chiriguano	CRAWL OR CREEP	põɲɨ	põɲɨ	p õ ɲ ɨ	p õ ɲ ɨ	5723	4269	CRAWL		
25313	Guaraní	CRAWL OR CREEP	poɲɨ	poɲɨ	p o ɲ ɨ	p o ɲ ɨ	5723	4269	CRAWL		
25314	Wayampi	CRAWL OR CREEP	jalila	jalila	j a l i l a	j a l i l a	5810	4397	CRAWL		
26563	Teko	CRAWL OR CREEP	ɨlɨk	ɨlɨk	ɨ l ɨ k	ɨ l ɨ k	5526	4268	CRAWL		
27003	Yuki	CRAWL OR CREEP	bitiriri	bitiriri	b i t i r i r i	b i t i r i r i	5811	4398	CRAWL		
27157	Siriono	CRAWL OR CREEP	ŋataŋũiãnese	ŋataŋũiãnese	ŋ a t a + ŋ ũ iã + n e s e	ŋ a t a + ŋ ũ iã + n e s e	6103	4773 4774 4775	? ? ?		
27540	Omagua	CRAWL OR CREEP	sɨrɨrɨta	sɨrɨrɨta	s ɨ r ɨ r ɨ t a	s ɨ r ɨ r ɨ t a	6102	4740	CRAWL		
29013	Guarayo Hoeller	CRAWL OR CREEP	gʷɨru / poɲĩ	gʷɨru	gʷ ɨ r u	gʷ ɨ r u	6569	5292	CRWAL		
29014	Guarayo Hoeller	CRAWL OR CREEP	gʷɨru / poɲĩ	poɲĩ	p o ɲ ĩ	p o ɲ ĩ	5723	4269	CRAWL		
77	Karo	CRICKET	kɨrɨʔkãj	kɨrɨʔkãj	k ɨ r ɨ ʔ + k ã j	k ɨ r ɨ ʔ + k ã j	3460	1598 1608	CRICKET ?		
879	Makurap	CRICKET	ŋgara	ŋgara	n/g a r a	- n/g a r a - - - - - -	3461	1599	CRICKET		
1226	Wayoro	CRICKET	apĩn	apĩn	a p ĩ n	- a p ĩ n	3469	1607	CRICKET		
1562	Tupari	CRICKET	karãj	karãj	k a r ã j	- k a r ã j - - - - -	3464	1602	CRICKET		
1948	Akuntsu	CRICKET	jõnebo	jõnebo	j ũ n ɛ b u	j ũ n ɛ b u	574	3990	CRICKET		
2317	Mekens	CRICKET	toɾoɨ	toɾoɨ	t o ɾ oɨ	t o - - ɾ oɨ	3467	1605	CRICKET		
2790	Gavião	CRICKET	kadʒígɨ	kadʒígɨ	k a dʒ í g ɨ	- k a dʒ í - - - g ɨ -	3459	1597	CRICKET		
3962	Surui-Paiter	CRICKET	kabiʃoorkãj	kabiʃoorkãj	k a b i ʃ oː r + k ã j	k a b i ʃ oː r + k ã j	3462	1600 1608	CRICKET ?		
4284	Karitiana	CRICKET	pasẽn	pasẽn	p a s ẽ n	p a s ẽ n	573	3993	CRICKET		
4755	Xipaya	CRICKET	kɨpa	kɨpa	k ɨ p a	- k ɨ p a - - - - - -	571	3991	CRICKET		
5088	Juruna	CRICKET	kɨpá	kɨpá	k ɨ p á	- k ɨ p á - - - - - -	571	3991	CRICKET		
5435	Mundurukú	CRICKET	aŋəpatʃopatʃo	aŋəpatʃopatʃo	a ŋ ə p a tʃ o p a tʃ o	a ŋ ə p a tʃ o p a tʃ o	575	3994	CRICKET		
6114	Mawe	CRICKET	pohit / ukiʔu	pohit	p o h i t	p o h i t	3468	1606	CRICKET		
6115	Mawe	CRICKET	pohit / ukiʔu	ukiʔu	u k i ʔ u	u k i ʔ u - - - - - -	571	3991	CRICKET		
6468	Awetí	CRICKET	ekɨjʔu	ekɨjʔu	e k ɨ j ʔ u	e k ɨ j ʔ - - u - - -	571	3991	CRICKET		
6783	Parakana	CRICKET	ɨkɨtʃo	ɨkɨtʃo	ɨ k ɨ tʃ o	ɨ k ɨ tʃ o - - - - - -	571	3991	CRICKET		
7362	Surui-Aikewara	CRICKET	ikɨsuhu	ikɨsuhu	i k ɨ s u h u	i k ɨ s u h - u - - -	571	3991	CRICKET		
7969	Tembe	CRICKET	ikizu	ikizu	i k i z u	i k i z u - - - - - -	571	3991	CRICKET		
8300	Guajajara	CRICKET	ɨkɨzu	ɨkɨzu	ɨ k ɨ z u	ɨ k ɨ z u - - - - - -	571	3991	CRICKET		
8623	Apiaka	CRICKET	kɨsuʔia	kɨsuʔia	k ɨ s u ʔ ia	- k ɨ s u ʔ - ia - - -	571	3991	CRICKET		
8893	Parintintin	CRICKET	kɨuʔi	kɨuʔi	k ɨu ʔ i	- k ɨu ʔ i - - - - - -	571	3991	CRICKET		
9232	Amondawa	CRICKET	kɨuʔi	kɨuʔi	k ɨu ʔ i	- k ɨu ʔ i - - - - - -	571	3991	CRICKET		
